Thu Jan 24 00:53:40 +0000 2019,Thrilling #Summer Destinations in India to Visit #travel #india #travelogy #travelblogs,0.25,1.0,"Summer, travel, india, travelogy, travelblogs",,,,,,,,,,,,,,,
Thu Jan 24 00:53:43 +0000 2019,"#YangHengjun's arrest ""is a signal that, unfortunately, the kind of steady, normal relationship that [Australia] wo",0.07333333333333332,0.61,YangHengjun,,,,,,,,,,,,,,,
Thu Jan 24 00:53:46 +0000 2019,"On my Google Home mini smartspeaker, I'm still listening to Manila Tower, known as RPLL to aviation professionals a",0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:53:51 +0000 2019,@jamescharles Aw yay!! I hope you have a wonderful time and travel safe,0.75,0.75,,,,,,,,,,,,,,,,
Thu Jan 24 00:53:53 +0000 2019,"A good boyfriend can tell when his girl is happy, mad, sad, being sarcastic, and lying because that's HIS girl",0.095,0.8800000000000001,,,,,,,,,,,,,,,,
Thu Jan 24 00:53:55 +0000 2019,@CaligoAranea < kind enough to travel throughout the multiverse to bring that news back to his home world. To bring,0.19999999999999998,0.4666666666666666,,,,,,,,,,,,,,,,
Thu Jan 24 00:53:57 +0000 2019,"@maddow Personally, Ive put off travel plans while the shutdown is in effect.",0.0,0.3,,,,,,,,,,,,,,,,
Thu Jan 24 00:53:59 +0000 2019,@actual_ar writes everything from fiction and poetry to lifestyle and travel pieces for huffpostuk! Check out her,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:02 +0000 2019,@maddow Trump is gonna ruin is no crash on his watch record.,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:03 +0000 2019,"I need a travel buddy, any takers?",0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:05 +0000 2019,"Sport Air Travel flight #WCC24 spotted at 4,775 feet!",0.0,0.0,WCC24,,,,,,,,,,,,,,,
Thu Jan 24 00:54:10 +0000 2019,How can you see all the beautiful things this world has to offer and not want to travel ???,0.85,1.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:11 +0000 2019,When rookies in the TSA precheck line start taking stuff out of their bags or their shoes off,0.0,0.0,,Miami,city,"Miami, FL",US,United States,-80.2333285,25.7823535,-80.321683,-80.321683,-80.144974,-80.144974,25.70904,25.855667,25.855667,25.70904
Thu Jan 24 00:54:17 +0000 2019,@pawpower Have you thought about a carry-on travel backpack?,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:17 +0000 2019,"@maddow By shutting down security agencies protecting us from criminals, unsafe food, terrorism, deadly epidemics,",-0.1777777777777778,0.34444444444444444,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:28 +0000 2019,How the Food and Beverage Industry is Revolutionising Indias TravelSector,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:29 +0000 2019,We broke and cant dress ugh,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:32 +0000 2019,4 Wheelers Riding through the Jungle  in Thailand is always one of the coolest things to do! #EnjoyLife,0.0,0.0,EnjoyLife,Amphoe Phatthana Nikhom,admin,"Amphoe Phatthana Nikhom, Changwat Lop Buri",TH,Thailand,101.0639065,14.8988105,100.845738,100.845738,101.282075,101.282075,14.741172,15.056449,15.056449,14.741172
Thu Jan 24 00:54:33 +0000 2019,"Summer night in Bruges, Belgium [OC] #travel #travelblogger #nature #traveler #people #naturalbeauty please like an",0.0,0.0,"travel, travelblogger, nature, traveler, people, naturalbeauty",,,,,,,,,,,,,,,
Thu Jan 24 00:54:35 +0000 2019,Travel video of the week: Sentinelese: worlds most isolated tribe,0.5,0.5,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:36 +0000 2019,You tried it. Lol,0.8,0.7,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:36 +0000 2019,"face hiding in the mountain - Mt. McPherson, NZ #travel #travelblogger #nature #traveler #people #naturalbeauty ple",0.0,0.0,"travel, travelblogger, nature, traveler, people, naturalbeauty",,,,,,,,,,,,,,,
Thu Jan 24 00:54:37 +0000 2019,@joshcrawford22 @KobeCantTweet @anthonyGBP_ @jjanwar134 @MySportsUpdate Again. Not on Ramsey. Jags play a lot of zo,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:37 +0000 2019,The Travel Ban Arguments and the Presidents Words,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:37 +0000 2019,Spent 4 nights in El Nido before heading up to Coron. This is the view of Cadlao Island from El Nido's town beach,-0.1,0.1,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:38 +0000 2019,@adamctierney @honnojis The first lesson of making your own project is that there's no fast travel system on progre,0.25,0.6444444444444444,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:38 +0000 2019,"Gerold, Germany #travel #travelblogger #nature #traveler #people #naturalbeauty please like and retweet",0.0,0.0,"travel, travelblogger, nature, traveler, people, naturalbeauty",,,,,,,,,,,,,,,
Thu Jan 24 00:54:40 +0000 2019,The Cliffs of Moher is also a workplace for someone. This someone probably checks the brakes on his tractor pretty,0.25,1.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:41 +0000 2019,"Oppland, Norway #travel #travelblogger #nature #traveler #people #naturalbeauty please like and retweet",0.0,0.0,"travel, travelblogger, nature, traveler, people, naturalbeauty",,,,,,,,,,,,,,,
Thu Jan 24 00:54:42 +0000 2019,Try out @Dingtone - great FREE calling and texting app. #HappyLohri #travel,0.6000000000000001,0.775,"HappyLohri, travel",,,,,,,,,,,,,,,
Thu Jan 24 00:54:44 +0000 2019,Rowing travel.,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:43 +0000 2019,@EnglandHockey Please keep 70 minutes of hockey! I don't want to travel to away games and play 10 minutes less as w,-0.16666666666666666,0.06666666666666667,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:44 +0000 2019,Monkey Rock at Lost Maples State Natural Area in Texas #travel #travelblogger #nature #traveler #people,0.025,0.2,"travel, travelblogger, nature, traveler, people",,,,,,,,,,,,,,,
Thu Jan 24 00:54:48 +0000 2019,"@iOnlyWearPants @HoustonRockets Well obv its not a travel cause theyre not calling it, but if you slowly play it",-0.30000000000000004,0.39999999999999997,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:49 +0000 2019,@_blissful_girl_ @PinkCancerian @roopak999 @WalkingXception @buduguu @Ishaa0810 Sapphire is for travel and premium,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:48 +0000 2019,British public welcome in Portugal: Country plans for #UK tourists after no deal Brexit,0.26666666666666666,0.32222222222222224,UK,,,,,,,,,,,,,,,
Thu Jan 24 00:54:50 +0000 2019,Another reason not to travel to USA,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:52 +0000 2019,@NewWorldHominin Poor soul. Cant travel for a few months and will have to settle for a 7 day vacation somewhere.The horror.,-0.30000000000000004,0.35,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:53 +0000 2019,@AWxNYC Hopefully! Well if the snowhole persists the rest of the season ill just have to take some time off from w,-0.5,1.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:54 +0000 2019,"@NickSoutter Do a test, ask me about some of JWs views and understanding of the Bible, do the same from some you me",0.0,0.125,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:54 +0000 2019,"I'll pass. Yes, I'm not going and haven't had intentions to go in March, just to get this out the way to all lurkers",0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:54:57 +0000 2019,"Day 28 of the Camino Wander | Travel Far Enough | Today was a pretty brutal day. First, it was 6km o",-0.05500000000000001,0.7666666666666667,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:01 +0000 2019,"@jchnwinchester @JDMorgan While youre right, there are many more cons in America, a lot of us still have to travel",0.42857142857142855,0.5119047619047619,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:03 +0000 2019,"Enjoy a fresh, #healthy, #homecooked meal at @MeliCafeChicago! 3 locations: @GreektownChi, @RiverNorthChi &",0.44166666666666665,0.5,"healthy, homecooked",,,,,,,,,,,,,,,
Thu Jan 24 00:55:04 +0000 2019,youll find all your flower needs here     #Yunnan #China #Tour #Kunming #Travel,0.0,0.0,"Yunnan, China, Tour, Kunming, Travel",,,,,,,,,,,,,,,
Thu Jan 24 00:55:04 +0000 2019,we are too!,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:04 +0000 2019,Proof that they know how to do beach bars in #Greece!  #travel,0.0,0.0,"Greece, travel",,,,,,,,,,,,,,,
Thu Jan 24 00:55:04 +0000 2019,"""Never let fear decide your fate  #lakotatrailers #lakotaypa #lakotaforever #horsetrailers #horses #lovehorses",0.0,0.0,"lakotatrailers, lakotaypa, lakotaforever, horsetrailers, horses, lovehorses",,,,,,,,,,,,,,,
Thu Jan 24 00:55:05 +0000 2019,Travel in #Shenzhen #GorgeousFadHotel starting at CNY31.19,0.0,0.1,"Shenzhen, GorgeousFadHotel",,,,,,,,,,,,,,,
Thu Jan 24 00:55:05 +0000 2019,"Can you recommend anyone for this job? Travel Physical Therapist - Outpatient -  #Healthcare #Charleston, SC",0.0,0.14285714285714285,"Healthcare, Charleston",South Carolina,admin,"South Carolina, USA",US,United States,-80.926628,33.6311395,-83.353955,-83.353955,-78.499301,-78.499301,32.04683,35.215449,35.215449,32.04683
Thu Jan 24 00:55:07 +0000 2019,@nomadicmatt @LandLopers @Lozula Ive said it before and Ill say it again: Theres no reason for travel bloggers,-0.5,1.0,,Florida,admin,"Florida, USA",US,United States,-83.804475,27.698681999999998,-87.634643,-87.634643,-79.974307,-79.974307,24.396308,31.001056,31.001056,24.396308
Thu Jan 24 00:55:07 +0000 2019,STUC and SNP condemn 'Dickensian' East Lothian Council for advising workers save holidays for extreme weatherComm,-0.125,1.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:08 +0000 2019,#travel to #macao all the #country #cities #maps #roadmap #weather #Forecast,0.0,0.0,"travel, macao, country, cities, maps, roadmap, weather, Forecast",,,,,,,,,,,,,,,
Thu Jan 24 00:55:08 +0000 2019,#travel to #slovenia all the #country #cities #maps #roadmap #weather #Forecast,0.0,0.0,"travel, slovenia, country, cities, maps, roadmap, weather, Forecast",,,,,,,,,,,,,,,
Thu Jan 24 00:55:08 +0000 2019,"Reminder: I want your travel tips. About three days in and around Amsterdam, two days in Normandy, and a few days i",-0.2,0.1,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:08 +0000 2019,they look too bomb,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:10 +0000 2019,Brexit news: Bookings of #holiday cottages in England and Wales BOOM due to uncertainty',-0.125,0.375,holiday,,,,,,,,,,,,,,,
Thu Jan 24 00:55:10 +0000 2019,The latest Photos and more !  Thanks to @Scarbo__ @GoUplift @JonStubach #travel #photography,0.44166666666666665,0.5333333333333333,"travel, photography",,,,,,,,,,,,,,,
Thu Jan 24 00:55:12 +0000 2019,This Government shutdown has confirmed what we've learned....everyone should have multiple streams of income....D,0.2,0.5,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:14 +0000 2019,Travel buddies that cant fuck odd and do their own thing. Brits are the rudest ppl in airports always? Ppl who a,0.011111111111111108,0.6166666666666667,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:15 +0000 2019,Arizona Travel Vacation and Recreation Tips,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:18 +0000 2019,Save as high as $500 Right Now on amazing Travel and Holiday Experiences#hotels #disnerd #disneysea,0.3485714285714286,0.6585714285714285,"hotels, disnerd, disneysea",,,,,,,,,,,,,,,
Thu Jan 24 00:55:21 +0000 2019,I just unlocked the future of air travel with @Boeing #TheFutureIsBuiltHere,0.0,0.125,TheFutureIsBuiltHere,,,,,,,,,,,,,,,
Thu Jan 24 00:55:25 +0000 2019,WHOS TRYNA TRAVEL THE WORLD IN FLY FITS!! I NEED FRIENDS ASAP,1.0,0.9,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:26 +0000 2019,Categories of Japanese Men#Categories #JapaneseMen #HokkaidoMen #KantoMen #KansaiMen,0.0,0.0,"Categories, JapaneseMen, HokkaidoMen, KantoMen, KansaiMen",,,,,,,,,,,,,,,
Thu Jan 24 00:55:26 +0000 2019,@Nap_and_Rally @TheRyanAdams should travel to Cazadero in the winter if wants to curse the rain. We don't tan in Ca,0.2,0.1,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:26 +0000 2019,i love travel,0.5,0.6,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:28 +0000 2019,BLOOD MONEY CARTEL 2k19,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:28 +0000 2019,Members of AANR believe that life is enhanced by the naturalness of social nudity and encourages Nakation vacatio,0.03333333333333333,0.06666666666666667,,Billings,city,"Billings, MT",US,United States,-108.56292199999999,45.7974455,-108.692879,-108.692879,-108.432965,-108.432965,45.723722,45.871169,45.871169,45.723722
Thu Jan 24 00:55:29 +0000 2019,Crete: Rediscovering Culinary Travel  via @jeannewmanglock,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:29 +0000 2019,Not exactly in it for the love of the game .,-0.00833333333333334,0.4166666666666667,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:30 +0000 2019,I always had to fly coach. Guess I wasnt important enough (inside family joke),0.4000000000000001,0.7999999999999999,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:31 +0000 2019,It really does beg the question as 2 why Cardiff's record signing couldn't have just been given a nice 1st class se,0.4,0.6,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:33 +0000 2019,@pawpower Link to the one that I use all the time when we go on vacation,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:45 +0000 2019,That would be so lovely,0.5,0.75,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:46 +0000 2019,"Yeah, lets see them @SpeakerPelosi",0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:46 +0000 2019,"I do not charge for my travel planning services bc I make plenty from the actual suppliers (hotels, excursions).",0.0,0.1,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:46 +0000 2019,Check my latest #TravelVlog in #Prague I had to CZECH out the dopest sights & spots! (See what i did there )Wa,0.625,0.9,"TravelVlog, Prague",,,,,,,,,,,,,,,
Thu Jan 24 00:55:47 +0000 2019,car wise: when ppl are on their phone while driving. plane wise: talking to me the whole time.,0.5333333333333333,0.7333333333333334,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:50 +0000 2019,"Greetings,TRAVEL DOCUMENTS Inc.Whatsapp....... +1(267) 281-4166 Do you want 7.5 an",0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:51 +0000 2019,The latest Lifestyle Plus!  Thanks to @Ultimate_Luxury @simulator8 @heleoreilly #travel #frizemedia,0.4125,0.55,"travel, frizemedia",,,,,,,,,,,,,,,
Thu Jan 24 00:55:53 +0000 2019,"i would want to travel to the wonders of the world with my family and girlfriend, who would become my wife in those",0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:55 +0000 2019,Oh HELL NO! Comment below if you would try this? #detachedborders Double Tap & Tag your travel buddy,0.0,0.0,detachedborders,,,,,,,,,,,,,,,
Thu Jan 24 00:55:55 +0000 2019,Venezuela is breaking ties with the United States and giving Americans 72 hours to get out. I predict there will be,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:56 +0000 2019,Sailing in Greece: island-hopping the adventurous way Ocean Adventure Travel & Conservation Blog,0.5,0.9,,,,,,,,,,,,,,,,
Thu Jan 24 00:55:56 +0000 2019,Dont miss doing these things on your visit to the Amalfi Coast! #Travel,0.0,0.0,Travel,,,,,,,,,,,,,,,
Thu Jan 24 00:56:01 +0000 2019,This video shows how long it takes for light to travel from Earth to Mars and back again #travel #space #Earth,0.11666666666666668,0.3666666666666667,"travel, space, Earth",,,,,,,,,,,,,,,
Thu Jan 24 00:56:02 +0000 2019,I liked a @YouTube video  Is time travel possible? - Colin Stuart,0.3,0.9,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:05 +0000 2019,Nancy Pelosi Charged The Air Force Nearly $200k To Fly Her Family And Other Lawmakers To Italy And Ukraine,0.25833333333333336,0.5583333333333333,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:05 +0000 2019,Remai Modern Brings Thousands of Tourists to Canada: New museum in Canada attracts thousands of visitors #Canada,0.16818181818181818,0.37727272727272726,Canada,,,,,,,,,,,,,,,
Thu Jan 24 00:56:06 +0000 2019,@ChrisMarsicano Modify to most travel abroad?,0.5,0.5,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:07 +0000 2019,My name Idris will automatically get me taken away and questioned by border control,0.0,0.0,,Barnet,city,"Barnet, London",GB,United Kingdom,-0.21089449999999998,51.6118845,-0.292579,-0.292579,-0.12921,-0.12921,51.555179,51.66859,51.66859,51.555179
Thu Jan 24 00:56:07 +0000 2019,@JudgeJeanine Shes not going to have one at all if any of them with a brain find about rich Nancy bilking for booz,0.375,0.75,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:08 +0000 2019,Uplift raises $123M to bring flexible payments to the travel industry  #tech #marketing,0.0,0.0,"tech, marketing",,,,,,,,,,,,,,,
Thu Jan 24 00:56:10 +0000 2019,"""For the rest of my life I was always to make use of the occult and esoteric subways of the spirit"" Salvador #Dali",0.0,0.0,Dali,,,,,,,,,,,,,,,
Thu Jan 24 00:56:11 +0000 2019,"@HurricaneinWS Because i travel so much, i dont need anything out of my travel suitcase besides clothes that i wash",0.2,0.2,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:11 +0000 2019,""" Just Love A Beach ! """,0.625,0.6,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:17 +0000 2019,@diabeyonce view it from the stance of those shallow in the scene. they dont know about 2008-2013 because theres,-0.3333333333333333,0.5,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:17 +0000 2019,#oneplateau @JFCrispThere is a whole article to be written about this tweet...,0.2,0.4,oneplateau,,,,,,,,,,,,,,,
Thu Jan 24 00:56:18 +0000 2019,Sala 'declined Cardiff traveloffer',0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:19 +0000 2019,THIS NOT A TRAVEL? IIGHT.,0.0,0.0,,Oakland,city,"Oakland, CA",US,United States,-122.2286855,37.791994,-122.34266,-122.34266,-122.114711,-122.114711,37.699279,37.884709,37.884709,37.699279
Thu Jan 24 00:56:19 +0000 2019,Much needed when travel. This is awesome,0.6,0.6,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:19 +0000 2019,I just unlocked the future of air travel with @Boeing #TheFutureIsBuiltHere,0.0,0.125,TheFutureIsBuiltHere,,,,,,,,,,,,,,,
Thu Jan 24 00:56:20 +0000 2019,@kylegriffin1 Shut down all air travel.,-0.15555555555555559,0.2888888888888889,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:22 +0000 2019,"so if im not traveling, i will be working so i can travel more.",0.5,0.5,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:23 +0000 2019,Why do I get so anxious before I travel I literally do this 237484848 times a year and yet every time Im enroute to a flight I wanna barf,-0.25,1.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:23 +0000 2019,LOT 2 TOM FORD TRAVEL PURSE SPRAY SET: OUD ROSE 10ML 0.34 OZ + SANTAL BLUSH 4ML,0.6,0.95,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:24 +0000 2019,"A bird is secure in the nest, but thats not the reason god gave it wings....#travel #traveling #vacation",0.4,0.6,"travel, traveling, vacation",,,,,,,,,,,,,,,
Thu Jan 24 00:56:25 +0000 2019,"Good morning @starbucksph Last time I checked walang nakalagay na ""until supplies last"" para sa mga sticker collect",0.2333333333333333,0.24444444444444446,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:27 +0000 2019,"Love this! ""NEWLY RENOVATED 3bed/2bath 15mins to Super Bowl - Houses for Rent in ALT for Super Bowl #Rental",0.35700757575757575,0.5969696969696969,Rental,,,,,,,,,,,,,,,
Thu Jan 24 00:56:27 +0000 2019,"@MikeDelMoro @TheDemocrats need to make this a very strong talking point. Thanks to the #TrumpShutdown, air travel",0.3816666666666667,0.5766666666666667,TrumpShutdown,,,,,,,,,,,,,,,
Thu Jan 24 00:56:27 +0000 2019,"Greetings,TRAVEL DOCUMENTS Inc.Whatsapp....... +1(267) 281-4166 Do you want 7.5 an",0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:30 +0000 2019,The latest The Chris Christensen Daily!  Thanks to @JodyHalsted @jenniferhuber #travel #thailand,0.2333333333333333,0.3666666666666667,"travel, thailand",,,,,,,,,,,,,,,
Thu Jan 24 00:56:30 +0000 2019,@sophskendrick lets travel together then,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:31 +0000 2019,Everything!!!,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:38 +0000 2019,"Eureka, Kevin! I'm a carpenter, not a travel agent!",0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:40 +0000 2019,Only the rich travel out of the country,0.1875,0.875,,Toronto,city,"Toronto, Ontario",CA,Canada,-79.2725695,43.629311,-79.639319,-79.639319,-78.90582,-78.90582,43.403221,43.855401,43.855401,43.403221
Thu Jan 24 00:56:46 +0000 2019,Baja Travel: Heading North & Up Close To Whales:  via @YouTube,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:47 +0000 2019,@TravelToe Everything you need to know and do while visiting the Galapagos: A Comprehensive Guide,0.0,0.0,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:47 +0000 2019,@themarkjacka @ScottMorrisonMP Or hes not very bright. He was known in the travel industry as being dim.,-0.0846153846153846,0.5576923076923077,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:47 +0000 2019,10 National Landmarks That Are Actually Privately Owned - Travel Channel,0.0,0.375,,,,,,,,,,,,,,,,
Thu Jan 24 00:56:48 +0000 2019,"@n0ty3p @securelyfitz Yep,  money is the big one for many women. We get less of the work training budget,  and have",0.11111111111111112,0.2222222222222222,,,,,,,,,,,,,,,,
